merchant,provider,problem_type,reason,recommended_manual_action
Trip.com,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
ThredUp,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Target,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Tilly's,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Coach,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Coach Outlet,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Kate Spade,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Kate Spade Outlet,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Tripadvisor,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Travelers,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Tractor Supply Co,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Under Armour,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Frontier,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Ulta,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Ulta Beauty,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Urban Outfitters,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Timberland,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Vans,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Vince,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Vera Bradley,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Victoria's Secret,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Wayfair,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Whirlpool,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Waste Management,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Sam's Club,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Walmart,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Warby Parker,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Williams-Sonoma,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Wolverine,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Yeti,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
zumiez,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
